0,NaN
0.4,NaN
0.8,1718.1
1.2,1718.1
1.6,1472.6
2,1472.6
2.4,1227.2
2.8,1227.2
3.2,1227.2
3.6,1227.2
4,1227.2
4.4,981.75
4.8,981.75
5.2,981.75
5.6,981.75
6,981.75
6.4,736.31
6.8,736.31
7.2,736.31
7.6,736.31
8,736.31
8.4,490.87
8.8,490.87
9.2,490.87
9.6,490.87
10,490.87
10.4,490.87
10.8,245.44
11.2,245.44
11.6,NaN
12,NaN
12.4,NaN
12.8,NaN
13.2,NaN
13.6,NaN
14,NaN
14.4,NaN
14.8,NaN
15.2,NaN
15.6,NaN
16,NaN
16.4,NaN
16.8,NaN
17.2,NaN
17.6,NaN
18,NaN
18.4,NaN
18.8,NaN
19.2,NaN
19.6,NaN
20,NaN
